,song_lyric
91,"Nigga, I wear fur coats in the summer, nigga
Wife beaters in the winter, damn
Uh, shit

I've been thuggin' through my rainy days for days (Uh)
I ain't really tryna hang today, today (Yeah, yeah, yeah)
I need changes in a major way (Yeah, yeah, yeah), a way (Uh)
I just pray I never fade away, away

Yo, yo, aw, man
Yo, word to the titles
So word to my idols and word to the goats (Uh)
I ain't sayin' I like 'em
I'd kill all them niggas and wear 'em as coats (Uh)
Word to the feelings I channel
I lose 'em as quick as a fuckin' remote (Uh)
Don't be callin' me woke (No)
I cheat on my queen for a hoe
That's how shit go, she keep sayin' we chill (Ayy)
She gon' come out her shell (Woah)
Ain't no pushin' my buttons
When all of my feelings is stuck on a wheel (Yeah)
Bitch, I'm thirsty and blessed (Ayy)
I pour liquor in grills (Woah)
This for my niggas in jail, wrestlin' L's (Uh)
That's that hell in the cell
I come from a place where the shit can get shady
My chances was slim (Ayy)
All my women was basic
We see different races since signing to him (Yeah)
I can't send out no message to none of my exes
And bitches as friends (Ayy)
I can't blow it again
Need a bitch that's as thick as my skin, shit 'cause

I've been thuggin' through my rainy days for days (Uh)
I ain't really tryna hang today, today (Yeah, yeah, yeah)
I need changes in a major way (Yeah, yeah, yeah), a way (Uh)
I just pray I never fade away, away

I left my legacy hurt? Fuckin' absurd
Like a shepherd havin' sex with his sheep, f*ck what you heard
All this talk in my ear, I got a idea
Like the clerk when you tryna buy beer (ID ya)
Since on the mic, I'm a nightmare
F*ck it, I thought this might be a good time to put woke me to rockabye
I got the bottle of NyQuil right here (Right here)
You want the sleep me to wake, you want Slim Shady EP
That's on the CD cover, sockin' my mirror (Sockin' my mirror)
I promise not to cry crocodile tears (Crocodile tears)
If you end up shocked at my lyrics (Shocked at my lyrics)
Marshall is dead in the water, but not that I care
Dre said, ""Rock the boat"" and the Doc is my pier
So, it's unanimous, you're at attention, the planet's listenin'
And their banana splits again, which has its advantages
But when you got nothing to say except for the hand your dick is in
And if your plan's to stick it in Janice Dickenson
Imagine if the Temazepam is kickin' in, it's havin' you panic-stricken
You're trippin' off of tryptophan and tripped a fan in Switzerland
Just for askin' to autograph a picture, then ripped it in half
And whipped it at him and kicked his ass all the way back to Michigan
But no matter how many rounds or if I get knocked down
In a bout and fell to the ground
I got a fighter's mentality, I'll get back up and fight with it
In fact, I'ma attackin' the mic with it
I'll make it sound (Sound) like a vampire's bitin' it
But I'd have to be Dracula's sidekick (Sidekick)
To be down for the count (Haha), yeah
Yo, album's (What?), out (Yeah), now (Uh)
Pow (Pow), wow (Woo), I don't (Huh), see no (Uh) clouds (Nah)
But ain't gon' (No) be no (Huh) drought (Uh-uh)
Smile (No), frown (Yeah), upside (Ah) down (Ya)
Shut my (Nope) mouth (Yeah), how? (How)
That ain't what (What) I'm 'bout
Shout (Shout), showers (F*ck it, ow, ow)
Thug it out (Ow), 'cause

I've been thuggin' through my rainy days for days (Uh)
I ain't really tryna hang today, today (Yeah, yeah, yeah)
I need changes in a major way (Yeah, yeah, yeah), a way (Uh)
I just hope I never, damn (I just hope I never)
I just pray I never, f*ck (I just pray I never)
I've been thuggin' through my rainy days for days (Rainy days, uh)
I ain't really tryna hang today, today (Hang today, uh)
I need changes in a major way, a way (Major way, uh)
I just pray I never fade away, away"
291,"You had all of me, you wanted more
Would you have married me if I were poor
Yes, if I was your treasury
You’d have found a time to treasure me

How come you can’t see
All that you need
Is right here with me

Up until the end
All this pretend
Wasn’t for free

Hold me like your money
Tell me that you want me
Spend your love on me
Spend your love on me
Now you have your money
Spend it til there’s nothing
Spend your love on me
Spend your love on me

If we opened up a joint account
Would it put an end to all your doubt
Frankly if my name was Benjamin
We wouldn’t be in the mess we’re in

You played with my heart
Till death do we part
That’s what you said
Now you have your fast cars
Women and bars
It’s gone to your head

Hold me like your money
Tell me that you want me
Spend your love on me
Spend your love on me
Love me like your money
Spend it til there’s nothing
Spend your love on me
Spend your love on me

I want you to take me
Like you took your money
Take me in your arms
Until your last breath

I want you to hold me
Like you hold your money
Hold on to it
Till there’s nothing left

Love spent
Feeling love spent
Yeah, I’m love spent
Wondering where the love went
Love spent
Yeah I’m love spent
Really love spent
Wondering where it all went

I want you to take me
Like you took your money
Take me in your arms
Until your last breath

I want you to hold me
Like you hold your money
Hold me in your arms
Until there’s nothing left (nothing left, nothing left)

Love spent
Feeling love spent
Yeah, I’m love spent
Wondering where the love went
Love spent
Yeah I’m love spent
Really love spent
Wondering where it all went

I want you to take me
Like you took your money
Take me in your arms
Until your last breath

I want you to hold me
Like you hold your money
Hold me in your arms
Until there’s nothing left (nothing left, nothing left)"
78,"You know, I just don't get it
Last year I was nobody, this year I'm selling records
Now everybody wants to come around
Like I owe 'em something
The f*ck you want from me, ten million dollars?
Get the f*ck outta here!

You see, I'm just Marshall Mathers (Marshall Mathers)
I'm just a regular guy
I don't know why all the fuss about me (Fuss about me)
Nobody ever gave a f*ck before
All they did was doubt me (Did was doubt me)
Now everybody wanna run their mouth
And try to take shots at me (Take shots at me)

Yo, you might see me joggin', you might see me walkin'
You might see me walkin' a dead Rottweiler dog
With its head chopped off in the park with a spiked collar
Hollerin' at him ‘cause the son of a bitch won't quit barkin'
Or leanin' out a window with a cocked shotgun
Drivin' up the block in the car that they shot Pac in
Looking for Big's killers, dressin' ridiculous
Blue and red, like I don't see what the big deal is
Double barrel 12-gauge bigger than Chris Wallace
Pissed off 'cause Biggie and Pac just missed all this
Watchin' all these cheap imitations get rich off 'em
And get dollars that shoulda been theirs like they switched wallets
And amidst all this Crist' poppin' and wrist watches
I just sit back and just watch and just get nauseous
And walk around with an empty bottle of Remy Martin
Startin' shit like some 26-year-old skinny Cartman (Goddamn it!)
An anti-Backstreet and Ricky Martin
Whose instinct's to kill N'Sync, don't get me started
These fuckin' brats can't sing and Britney's garbage
What's this bitch, retarded? Give me back my sixteen dollars!
All I see is sissies in magazines smilin'
Whatever happened to wilin' out and being violent?
Whatever happened to catchin'
A good old-fashioned passionate ass-whoopin'
And gettin' your shoes, coat and your hat tooken

The New Kids on the Block sucked a lot of dick
Boy/girl groups make me sick
And I can't wait 'til I catch all you faggots in public
I'ma love it

Vanilla Ice don't like me (uh-uh)
Said some shit in Vibe to spite me (yo)
Then went and dyed his hair just like me (ha-ha)
A bunch of little kids wanna swear just like me
And run around screamin' ""I don't care, just bite me!"" (na-na)
I think I was put here to annoy the world
And destroy your little four-year-old boy or girl
Plus I was put here to put fear
In faggots who spray Faygo Root Beer
And call themselves clowns ‘cause they look queer
Faggy 2 Dope and Silent Gay
Claimin' Detroit, when y'all live 20 miles away (fuckin' punks)
And I don't wrestle, I'll knock you fuckin' faggots the f*ck out
Ask 'em about the club they was at when they snuck out
After they ducked out the back when they saw us and bugged out
Ducked down and got paintballs shot at they truck, blaow!
Look at y'all runnin' your mouth again
When you ain't seen a fuckin' mile road south of 10
And I don't need help from D12 to beat up two females
In make-up who may try to scratch me with Lee Nails
Slim Anus? You damn right, slim anus
I don't get fucked in mine like you two little flamin' faggots

‘Cause I'm just Marshall Mathers (Marshall Mathers)
I'm not a wrestler guy
I'll knock you out if you talk about me (You talk about me)
Come and see me on the streets alone
If you assholes doubt me (Assholes doubt me)
And if you wanna run your mouth
Then come take your best shot at me (Best shot at me)

Is it because you love me that y'all expect so much of me?
You little groupie bitch, get off me, go f*ck Puffy!
Now because of this blonde mop that's on top
Of this fucked up head that I've got, I've gone pop?
The underground just spunned around and did a 360
Now these kids diss me and act like some big sissies
""Oh, he just did some shit with Missy
So now he thinks he's too big to do some shit with MC Get Bizzy""
My fuckin' bitch mom's suin' for 10 million
She must want a dollar for every pill I've been stealin'
Shit, where the f*ck you think I picked up the habit?
All I had to do was go in her room and lift up her mattress
Which is it, bitch: Mrs. Briggs or Ms. Mathers?
It doesn't matter, your attorney Fred Gibson's a faggot
Talkin' about I fabricated my past
He's just aggravated I won't ejaculate in his ass
So tell me, what the hell is a fella to do?
For every million I make, another relative sues
Family fightin' and fussin' over who wants to invite me to supper
All of a sudden I got ninety-some cousins (Hey it's me!)
A half-brother and sister who never seen me
Or even bothered to call me until they saw me on TV
Now everybody's so happy and proud
I'm finally allowed to step foot in my girlfriend's house (Hey!)
And then to top it off I walked to the news stand
To buy this cheap-ass little magazine with a food stamp
Skipped to the last page, flipped right fast
And what do I see? A picture of my big white ass
Okay, let me give you motherfuckers some help
Um, here, ""XXL! XXL!""
Now your magazine shouldn't have so much trouble to sell
Aww, f*ck it, I'll even buy a couple myself

‘Cause I'm just Marshall Mathers (Marshall Mathers)
I'm just a regular guy
I don't know why all the fuss about me (Fuss about me)
Nobody ever gave a f*ck before
All they did was doubt me (Did was doubt me)
Now everybody wanna run their mouth
And try to take shots at me (Take shots at me)

‘Cause I'm just Marshall Mathers (Marshall Mathers)
I'm just a regular guy
I don't know why all the fuss about me (Fuss about me)
Nobody ever gave a f*ck before
All they did was doubt me (Did was doubt me)
Now everybody wanna run their mouth
And try to take shots at me (Take shots at me)"
284,"Time goes by so slowly [Repeat x6]

Every little thing that you say or do
I'm hung up
I'm hung up on you
Waiting for your call
Baby night and day
I'm fed up
I'm tired of waiting on you

Time goes by so slowly for those who wait
No time to hesitate
Those who run seem to have all the fun
I'm caught up
I don't know what to do

Time goes by so slowly
Time goes by so slowly
Time goes by so slowly
I don't know what to do

Every little thing that you say or do
I'm hung up
I'm hung up on you
Waiting for your call
Baby night and day
I'm fed up
I'm tired of waiting on you

Every little thing that you say or do
I'm hung up
I'm hung up on you
Waiting for your call 
Baby night and day
I'm fed up
I'm tired of waiting on you

Ring ring ring goes the telephone
The lights are on but there's no one home
Tick tick tock it's a quarter to two
And I'm done
I'm hanging up on you

I can't keep on waiting for you
I know that you're still hesitating
Don't cry for me
Cause I'll find my way
You'll wake up one day
But it will be too late

Every little thing that you say or do
I'm hung up
I'm hung up on you
Waiting for your call
Baby night and day
I'm fed up
I'm tired of waiting on you

Every little thing that you say or do
I'm hung up
I'm hung up on you
Waiting for your call
Baby night and day
I'm fed up
I'm tired of waiting on you."
324,"Put your head on my shoulder  baby
Things can't get any worse
Night is getting colder  sometimes
Life feels like it's a curse
I can't carry these sins on my back
Don't want to carry any more
I'm gonna carry this train off the track
I'm gonna swim to the ocean floor
Crash to the other shore
Swim to the ocean floor
Children killing children while the
Students rape their teachers
Comets fly across the sky
While the churches burn their preachers
We can't carry these sins on our back
Don't want to carry anymore
We're gonna carry this train off the track
We're gonna swim to the ocean floor
Crash to the other shore
Swim to the ocean floor
Let the water wash over you
Wash all over you
Swim to the ocean floor
So that we can begin again
Wash away all our sins
Crash to the other shore
I can't carry these sins on my back
Don't want to carry any more
I'm gonna carry this train off the track
I'm gonna swim to the ocean floor
Crash to the other shore
Swim to the ocean floor
We can't carry these sins on our back
Don't want to carry anymore
We're gonna carry this train off the track
We're gonna swim to the ocean floor
Crash to the other shore
Swim to the ocean floor"
391,"I got to save my baby
Because he makes me cry
I got to make him happy
I got to teach him how to fly

I want to take him higher
Way up like a bird in the sky
I got to calm him down now
I want to save his life

And I know that love will change us forever
And I know that love will keep us together
And I know, I know
There is nothing to fear
And I know that love
Will take us away from here

Sometimes it's such a pleasure
Sometimes I want to tear it all down
It's easy to be lazy
And hard to go away from the crowd

I know the road looks lonely
But that's just Satan's game
And either way my baby
We'll never be the same

And I know that love will change us forever
And I know that love will keep us together
And I know, I know
There is nothing to fear
And I know that love
Will take us away from here

In the blink of an eye everything could change
Say hello to your life, now you're living
This is it from now on
It's a brand new day
It was time to wake up from this dream (from this dream)

I know the road looks lonely
But that's just Satan's game
And either way my baby
You'll never be the same

And I know (and I know) that love (that love) will change us forever
And I know (and I know) that love (that love) will keep us together (that love, that love)

And I know (and I know) that love (that love) will change us forever
And I know (and I know) that love (that love) will keep us together (that love, that love)

And I know (and I know), I know there is nothing to fear
And I know (and I know) that love (that love) will take us away from here"
468,"Wake up ex-wife
This is your life
Children on your own
Turning on the telephone
Messengers, manager
No time for a manicure
Working out, shake my ass
I know how to multi-task
Connecting to the WIFI
Went from nerd to superb
Have you seen the new guy?
I forgot the password
Gotta call the babysitter
Tweetin’ on the elevator
I could take a helicopter
I don’t even feel the pressure

I’m gonna be okay
I don’t care what the people say
I’m gonna be alright
Gonna live fast and I’m gonna live right

I’m moving fast can you follow my track?
I’m moving fast and I like it like that
I do ten things all at once
And if you have a problem
I don’t give a

You were so mad at me
Who’s got custody
Lawyers suck it up
Didn’t have a pre-nup
Make a film, write a song
Gotta get my stockings on
Meet the press, buy the dress
All of this to impress
Ride my horse, break some bones
Take it down a semitone
I forgot to say my prayers
Baby Jesus on the stairs
Gotta sign a contract
Gotta get my money back
All the biters have to go
Standing in the front row

I’m gonna be okay
I don’t care what the people say
I’m gonna be alright
Gonna live fast and I’m gonna live right

I’m moving fast can you follow my track?
I’m moving fast and I like it like that
I do ten things all at once
And if you have a problem
I don’t give a

I tried to be a good girl
I tried to be your wife
Diminished myself
And I swallowed my light
I tried to become all
That you expect of me
And if it was a failure
I don’t give a

I don’t give a
I don’t give a
I don’t give a
I don’t give a

Shots fire, anything you hear Nicki on, that's fire
You don't hear them bums on nothin', that's fire
Tell 'em, catch fire
In the Bugatti, ten grand, one tire
Ayo Madonna, Nicki ah say you original Don Dada
Inna ya Gabbana, Inna all ya Prada
We material girls, ain't nobody hotter
Pops collar
See I really can't relate to your Volvo
And you can't get these shoes at a Aldo
When I let a dude go, that's his loss
I was cuttin' him checks, I was his boss
Yo I don't give a f you, a curse, nor bless you
Never let them stress you.
I ain't a business woman, I'm a business, woman
And I'm known for giving bitches the business, woman

I’m gonna be okay
I don’t care what the people say
I’m gonna be alright
Gonna live fast and I’m gonna live right

I’m moving fast can you follow my track?
I’m moving fast and I like it like that
I do ten things all at once
And if you have a problem
I don’t give a

There's only one queen, and that's Madonna"
192,"I spent all night waitin' up
It's gon' be the last night I wait up for you
Spent a long time wakin' up
Used to think that I was not enough for you
Now I see that I'm just way too much
You got your hands full, I'm misunderstood
Now I see that I'm who I can trust
And you got a lot of room, you tryna make good

But if you think I've been foolish and you only fool me once
I guess it's shame on you
Said now if you think I've been foolish and you keep on tryna do it
Baby, I'ma switch the plans on you

'Cause you're drivin' me crazy
You must think I'm crazy
Você me põe tão louca
Você pensa que eu sou louca
And I won't let you drive me crazy
I won't let you drive me crazy
Você não vai me por tão louca
Você não vai me por tão louca

I bent my knees for you like a prayer
My God, look at me now
Peel off my weakness, layer after layer
Nothing left for me to keep 'round
I'm a force that I won't tame, babe
Can't go through this and stay the same, babe
I seen a lot of stranger things, babe
And I'll never look at you the same

But if you think I've been foolish and you only fool me once
I guess it's shame on you
Said now if you think I've been foolish and you keep on tryna do it
Baby, I'ma switch the plans on you

'Cause you're drivin' me crazy
You must think I'm crazy
Você me põe tão louca
Você pensa que eu sou louca
And I won't let you drive me crazy
I won't let you drive me crazy
Você não vai me por tão louca
Você não vai me por tão louca

Eu te amo
Mas não deixo você me destruir
I put you on a pedestal, but statues, they can fall
Felt so safe, I let you drive me straight into the war (yeah, yeah, yeah, yeah)
Paid the hell you dealt me, thought you felt me
Was never good at games, now I'll just forget your name (forget your name)

But if you think I've been foolish and you only fool me once
I guess it's shame on you
Said now if you think I've been foolish and you keep on tryna do it
Baby, I'ma switch the plans on you

'Cause you're drivin' me crazy
You must think I'm crazy
Você me põe tão louca (louca)
Você pensa que eu sou louca
And I won't let you drive me crazy
I won't let you drive me crazy (crazy)
Você não vai me por tão louca
Você não vai me por tão louca (louca)

'Cause you're drivin' me crazy
You must think I'm crazy
Você me põe tão louca
Você pensa que eu sou louca
And I won't let you drive me crazy
I won't let you drive me crazy
Você não vai me por tão louca
Você não vai me por tão louca"
75,"Man, whatever
Dre just let it run
Ayo, turn the beat up a little bit
Ayo, this song is for anyone
F*ck it, just shut up and listen, ayo

I sit back with this pack of Zig-Zag's and this bag
Of this weed, it gives me the shit needed to be
The most meanest MC on this—on this Earth
And since birth I've been cursed with this curse to just curse
And just blurt this berserk and bizarre shit that works
And it sells and it helps in itself to relieve all this tension
Dispensing these sentences, getting this stress
That's been eating me recently off of this chest
And I rest again peacefully
But at least have the decency in you
To leave me alone, when you freaks see me out
In the streets when I'm eating or feeding my daughter
To not come and speak to me, I don't know you
And no, I don't owe you a mothafuckin' thing
I'm not Mr. N'Sync, I'm not what your friends think
I'm not Mr. Friendly, I can be a prick if you tempt me
My tank is on empty, no patience is in me
And if you offend me, I'm lifting you ten feet in the air
I don't care who was there and who saw me just jaw you
Go call you a lawyer, file you a lawsuit
I'll smile in the courtroom and buy you a wardrobe
I'm tired of all you, I don't mean to be mean
But that's all I can be, it's just me

And I am whatever you say I am
If I wasn't, then why would I say I am?
In the paper, the news, every day I am
Radio won't even play my jam
'Cause I am whatever you say I am
If I wasn't, then why would I say I am?
In the paper, the news, every day I am
I don't know, it's just the way I am

Sometimes I just feel like my father
I hate to be bothered with all of this nonsense
It's constant, and, ""Oh, it's his lyrical content
The song 'Guilty Conscience' has gotten such rotten responses.""
And all of this controversy circles me
And it seems like the media immediately points a finger at me
So I point one back at 'em, but not the index or pinkie
Or the ring or the thumb, it's the one you put up
When you don't give a f*ck, when you won't just put up
With the bullshit they pull, 'cause they full of shit too
When a dude's getting bullied and shoots up his school
And they blame it on Marilyn and the heroin
Where were the parents at? And look where it's at!
Middle America, now it's a tragedy
Now it's so sad to see, an upper-class city havin' this happening
Then attack Eminem ‘cause I rap this way
But I'm glad, ‘cause they feed me the fuel that I need
For the fire to burn, and it's burning, and I have returned

And I am whatever you say I am
If I wasn't, then why would I say I am?
In the paper, the news, every day I am
Radio won't even play my jam
'Cause I am whatever you say I am
If I wasn't, then why would I say I am?
In the paper, the news, every day I am
I don't know, it's just the way I am

I'm so sick and tired of being admired
That I wish that I would just die or get fired
And dropped from my label, let's stop with the fables
I'm not gonna be able to top on ""My Name Is""
And pigeon-holed into some poppy sensation
To cop me rotation at rock-n-roll stations
And I just do not got the patience
To deal with these cocky Caucasians
Who think I'm some wigger who just tries to be black
‘Cause I talk with an accent and grab on my balls
So they always keep asking the same fucking questions
What school did I go to, what hood I grew up in
The why, the who, what, when, the where and the how
'Til I'm grabbing my hair and I'm tearin' it out
‘Cause they driving me crazy, I can't take it
I'm racin', I'm pacin', I stand and I sit
And I'm thankful for every fan that I get
But I can't take a shit
In the bathroom without someone standing by it
No, I won't sign you an autograph
You can call me an asshole, I'm glad

'Cause I am whatever you say I am
If I wasn't, then why would I say I am?
In the paper, the news, every day I am
Radio won't even play my jam
'Cause I am whatever you say I am
If I wasn't, then why would I say I am?
In the paper, the news, every day I am
I don't know, it's just the way I am"
425,"You only see what your eyes want to see
How can life be what you want it to be
You're frozen
When your heart's not open

You're so consumed with how much you get
You waste your time with hate and regret
You're broken
When your heart's not open

Mm, if I could melt your heart
Mm, we'd never be apart
Mm, give yourself to me
Mm, you hold the key

Now there's no point in placing the blame
And you should know I suffer the same
If I lose you
My heart will be broken

Love is a bird, she needs to fly
Let all the hurt inside of you die
You're frozen
When your heart's not open

Mm, if I could melt your heart
Mm, we'd never be apart
Mm, give yourself to me
Mm, you hold the key

You only see what your eyes want to see
How can life be what you want it to be
You're frozen
When your heart's not open

Mm, if I could melt your heart
Mm, we'd never be apart
Mm, give yourself to me
Mm, you hold the key

Mm, if I could melt your heart
Mm, we'd never be apart
Mm, give yourself to me
Mm, you hold the key

If I could melt your heart"
104,"I can feel the heat rising
Everything is on fire
Today is a painful reminder of why
We can only get brighter
The further you put it behind ya
But right now I'm on the inside
Lookin out, cause

I'm standing in the flames
It’s a beautiful kind of pain
Setting fire to yesterday
Find the light, find the light, find the light

I'm standing in the flames
It’s a beautiful kind of pain
Setting fire to yesterday
Find the light, find the light, find the light

Yesterday was the tornado warning, today is like the morning after
Your world is torn in half, you wake and let's wait to start the morning process
Rebuilding and you're still a work in progress
Today is a whole new chapter, it's like an enormous ass
The thunderstorm has passed ya
Your weather didn't poke his eyes out with the thorn bush that you
Used to smell the roses, stopped to inhale can't even tell your nose is stuffed
So focused on the brightside, then you floor the gas pedal
And hit the corner fast, the more asserted
Never looking back, may hit the curb
But everyday is a new learning curve, as you, steer through life
Sometimes you might not wanna swerve
But you have to to avert a disaster, lucky, no permanent damage
Cause they hurt you so bad, it's like they murdered your ass
And threw dirt on your casket, but you returned from the ashes
And that hurt that you have, you just converted to gasoline
And while you're burning the past, standing at inferno and chant

I'm standing in the flames
It’s a beautiful kind of pain
Setting fire to yesterday
Find the light, find the light, find the light

I'm standing in the flames
It’s a beautiful kind of pain
Setting fire to yesterday
Find the light, find the light, find the light

So familiarize with what having to swallow this pill is like
It happens all the time, they take your heart and steal your life
And it's as though you feel you've died because you've been killed inside
But yet you're still alive which means you must survive
Although today you may weep because you're weak and
Everything seems so bleak and hopeless
The light that you're seeking, it begins to seep in
That's the only thing keepin' you from leapin' off the motherfreaking deep in
And I'm pulling for you to push through this feeling
And with a little time that should do the healin'
And by tomorrow you may even feel so good that you're willing
To forgive them even after all that shit you been put through
This feeling of resilience is building and the flames are burning
Quick as fire would through this building, you're sealed in
But you're fireproof and retardant you withstood it
And as you climb up to the roof you're just chillin' and you look down
Cause you're so over them you could put the heel of your foot through the ceilin'

As time passes, things change everyday
But wounds, wounds heal
But scars still remaining the same
But tomorrow today's goin' down in flames
Throw the match at the passed up place

So feel the fire beneath your feet
As you barely even perspire from the heat
Exhale deep and breathe a sigh of relief
And as you say goodbye to the grief
It's like watching the walls melt in your prison cell
But you've extinguished this living hell
Still a little piece of you dies, you scream

I'm standing in the flames
It’s a beautiful kind of pain
Setting fire to yesterday
Find the light, find the light, find the light

I'm standing in the flames
It’s a beautiful kind of pain
Setting fire to yesterday
Find the light, find the light, find the light

Feel the burn, watch the smoke as I turn
Rising, a phoenix from the flames
With wings I will fly

I'm standing in the flames
It’s a beautiful kind of pain
Setting fire to yesterday
Find the light, find the light, find the light

I'm standing in the flames
It’s a beautiful kind of pain
Setting fire to yesterday
Find the light, find the light, find the light"
166,"I don't wanna be alone, I don't wanna be
I don't wanna be alone in the darkness
I don't wanna be alone in the darkness
I don't wanna be alone in the darkness anymore
(Hello darkness, my old friend)

Here I am, alone again
Can't get out of this hole I'm in
It's like the walls are closin' in
You can't help me, no one can
I can feel these curtains closin'
I go to open 'em
But something pulls 'em closed again
(Hello darkness, my old friend)
Feels like I'm loathing in Las Vegas
Haven't got the vaguest why I'm so lost
But I'd make you this small wager
If I bet you I'll be in tomorrow's paper
Who would the odds favor?
(Hello darkness, my old friend)
I'm so much like my father, you would think that I knew him
I keep pacin' this room, Valium
Then chase it with booze, one little taste it'll do
Maybe I'll take it and snooze, then tear up the stage in a few
(Hello darkness, my old friend)
F*ck the Colt 45, I'ma need somethin' stronger
If I pop any caps, it better be off of vodka
Round after round after round, I'm gettin' loaded
That's a lot of shots, huh? (Double entendre)
(Hello darkness, my old friend)

And I don't wanna be alone in the darkness
I don't wanna be alone in the darkness
I don't wanna be alone in the darkness anymore
(Hello darkness, my old friend)

Now I'm starin' at the room service menu off a Benzo
I can hear the music continue to crescendo
I can see the whole fuckin' venue from my window
That's when you know you're schizo
(Hello darkness, my old friend)
'Cause I keep peakin' out the curtain from the hotel
The music is so loud, but it's almost as though
I don't hear no sound, I should get ready for the show now
Wait is this the whole crowd? I thought this shit was sold out
(Hello darkness, my old friend)
But it's only the opening act, it's early, don't overreact
Then something told me relax and just hope for the show to be packed
Don't wanna hit the stage before they fill each row to the max
'Cause that'd be totally wack, you can't murder a show nobody's at
But what if nobody shows?
Panic mode 'bout to snap and go motherfuckin' wacko at any second
'Bout to cancel the show, just as fans below rush the entrance
Plan is a go to wreck shit, cameras in all directions
The press is 'bout to go apeshit, bananas on all the networks
Commando with extra clips, I got ammo for all the hecklers
I'm armed to the teeth, 'nother Valium fall off the bed
Hit the ground and crawl to the dresser
Alcohol on my breath as I reach for the Scope
I'm blackin' out, I'm all out of meds
With them benzodiazepines gone
Now it's just magazines sprawled out on the floor
F*ck the media, I'm goin' all out, this is war
(Hello darkness, my old friend)

And I don't wanna be alone in the darkness (yeah)
I don't wanna be alone in the darkness
I don't wanna be alone in the darkness anymore

People start to show up, time to start the show up
It's 10:05 PM and the curtain starts to go up
And I'm already sweatin' but I'm locked and loaded
For rapid fire spittin' for all the concert-goers
Scopes for sniper vision, surprise from out of nowhere
As I slide the clip in from inside the hotel
Leanin' out the window, going Kaiser Soze
Finger on the trigger, but I'm a licensed owner
With no prior convictions, so law says sky's the limit
So my supplies infinite, strapped like I'm a soldier
Got 'em hopping over walls and climbing fences
Some of 'em John Travolta, stayin' alive by inches
(Hello darkness, my old friend)
Cops are knockin', oh, f*ck, thought I blocked the entrance
Guess show time is over, no suicide note
Just a note for target distance
But if you'd like to know the reason why I did this
You'll never find a motive, truth is I have no idea
I am just as stumped, no signs of mental illness
Just tryin' to show ya the reason why we're so fucked
'Cause by the time it's over, won't make the slightest difference
(Hello darkness, my old friend)

And I don't wanna be alone in the darkness 
I don't wanna be alone in the darkness
I don't wanna be alone in the darkness anymore
(Hello darkness, my old friend)

Yeah, we do have some breaking news from the Associated Press right now
Just gonna bring that up, because we are hearing
We have told you that the shooter is dead
And we have just learned that police are saying that the Las Vegas shooter killed himself
That is the bartender there at Mandalay Bay
And I believe we're going to hear more from here
Yeah, we just wanted to share that with you
You can see behind me here, this is what he looks like
Now, we did just tell you that police just earlier
Metro was telling us that he killed himself inside the hotel room

Good morning, as we come to you on the air
We bring you breaking news, a school shooting (crushing news)
Another school shooting (eleven people dead)
Reports of a number of fatalities and this time in Santa Fe, Texas
That is just outside Galveston (that no one saw coming)
A mass shooting a Southern California school
We are following breaking news this morning
Another deadly school shooting
This one in Santa Fe, Texas, that's just outside Houston
Twenty-six killed and twenty other wounded (Houston affiliate is reporting)
At least nine people have been killed (somber words, making it the deadliest shooting in Texas history)
Five people dead
The attacker opening fire outside the church during a morning worship session
He unloaded the chaotic and terror, making his way inside
This, a deadly shooting at a food festival in Northern California
Three people, so far, dead
Breaking news (fifteen wounded)
A deadly shooting at a newspaper office in Annapolis (a gunman opened fire)
Newly released surveillance video shows the moments leading up to a mass shooting
In Dayton, Ohio
Authorities say the shooter"
